saldo_corrente,duracao_emp_meses,historico_credito,motivo,quantia,saldo_poupanca,tempo_empregado,porcentagem_renda,anos_residencia,idade,outro_credito,residencia,qtd_emprestimos_existentes,emprego,dependentes,telefone,inadimplente
1 - 200 DM,6.0,bom,moveis/eletrodomesticos,2063,< 100 DM,< 1 ano,4.0,3.0,30,nenhum,alugada,1,gerencial,1,sim,nao
1 - 200 DM,60.0,bom,educacao,6288,< 100 DM,1 - 4 anos,4.0,4.0,42,nenhum,outros,1,qualificado,1,nao,sim
desconhecido,24.0,critico,carro,6842,desconhecido,1 - 4 anos,2.0,4.0,46,nenhum,propria,2,gerencial,2,sim,nao
desconhecido,12.0,bom,carro,3527,desconhecido,< 1 ano,2.0,3.0,45,nenhum,propria,1,gerencial,2,sim,nao
desconhecido,10.0,bom,carro,1546,< 100 DM,1 - 4 anos,3.0,2.0,31,nenhum,propria,1,nao-qualificado,2,nao,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,929,desconhecido,4 - 7 anos,4.0,2.0,31,loja,propria,1,qualificado,1,sim,nao
desconhecido,4.0,critico,carro,1455,< 100 DM,4 - 7 anos,2.0,1.0,42,nenhum,propria,3,nao-qualificado,2,nao,nao
< 0 DM,15.0,bom,moveis/eletrodomesticos,1845,< 100 DM,< 1 ano,4.0,1.0,46,nenhum,alugada,1,qualificado,1,nao,nao
1 - 200 DM,48.0,perfeito,carro,8358,500 - 1000 DM,< 1 ano,1.0,1.0,30,nenhum,propria,2,qualificado,1,nao,nao
< 0 DM,24.0,muito bom,moveis/eletrodomesticos,3349,500 - 1000 DM,< 1 ano,4.0,4.0,30,nenhum,outros,1,qualificado,2,sim,sim
desconhecido,12.0,bom,carro,2859,desconhecido,desempregado,4.0,4.0,38,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,18.0,bom,moveis/eletrodomesticos,1533,< 100 DM,< 1 ano,4.0,1.0,43,nenhum,propria,1,nao-qualificado,2,nao,sim
desconhecido,24.0,bom,moveis/eletrodomesticos,3621,100 - 500 DM,> 7 anos,2.0,4.0,31,nenhum,propria,2,qualificado,1,nao,sim
1 - 200 DM,18.0,critico,negocios,3590,< 100 DM,desempregado,3.0,3.0,40,nenhum,propria,3,desempregado,2,sim,nao
< 0 DM,36.0,ruim,negocios,2145,< 100 DM,4 - 7 anos,2.0,1.0,24,nenhum,propria,2,qualificado,1,sim,sim
1 - 200 DM,24.0,bom,carro,4113,500 - 1000 DM,< 1 ano,3.0,4.0,28,nenhum,alugada,1,qualificado,1,nao,sim
desconhecido,36.0,bom,moveis/eletrodomesticos,10974,< 100 DM,desempregado,4.0,2.0,26,nenhum,propria,2,gerencial,1,sim,sim
< 0 DM,12.0,bom,carro,1893,< 100 DM,1 - 4 anos,4.0,4.0,29,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,24.0,critico,moveis/eletrodomesticos,1231,> 1000 DM,> 7 anos,4.0,4.0,57,nenhum,alugada,2,gerencial,1,sim,nao
> 200 DM,30.0,critico,moveis/eletrodomesticos,3656,desconhecido,> 7 anos,4.0,4.0,49,loja,propria,2,nao-qualificado,1,nao,nao
1 - 200 DM,9.0,critico,moveis/eletrodomesticos,1154,< 100 DM,> 7 anos,2.0,4.0,37,nenhum,propria,3,nao-qualificado,1,nao,nao
< 0 DM,28.0,bom,carro,4006,< 100 DM,1 - 4 anos,3.0,2.0,45,nenhum,propria,1,nao-qualificado,1,nao,sim
1 - 200 DM,24.0,bom,moveis/eletrodomesticos,3069,100 - 500 DM,> 7 anos,4.0,4.0,30,nenhum,outros,1,qualificado,1,nao,nao
desconhecido,6.0,critico,moveis/eletrodomesticos,1740,< 100 DM,> 7 anos,2.0,2.0,30,nenhum,alugada,2,qualificado,1,nao,nao
1 - 200 DM,21.0,ruim,carro,2353,< 100 DM,1 - 4 anos,1.0,4.0,47,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,15.0,bom,carro,3556,desconhecido,1 - 4 anos,3.0,2.0,29,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,2397,500 - 1000 DM,> 7 anos,3.0,2.0,35,banco,propria,2,qualificado,1,sim,sim
1 - 200 DM,6.0,bom,renovacao,454,< 100 DM,< 1 ano,,1.0,22,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,30.0,bom,moveis/eletrodomesticos,1715,desconhecido,1 - 4 anos,4.0,1.0,26,nenhum,propria,1,qualificado,1,nao,nao
1 - 200 DM,27.0,critico,moveis/eletrodomesticos,2520,500 - 1000 DM,1 - 4 anos,4.0,2.0,23,nenhum,propria,2,nao-qualificado,1,nao,sim
desconhecido,15.0,bom,moveis/eletrodomesticos,3568,< 100 DM,> 7 anos,4.0,2.0,54,banco,alugada,1,gerencial,1,sim,nao
desconhecido,42.0,bom,moveis/eletrodomesticos,7166,desconhecido,4 - 7 anos,2.0,4.0,29,nenhum,alugada,1,qualificado,1,sim,nao
< 0 DM,11.0,critico,carro,3939,< 100 DM,1 - 4 anos,1.0,2.0,40,nenhum,propria,2,nao-qualificado,2,nao,nao
1 - 200 DM,15.0,bom,renovacao,1514,100 - 500 DM,1 - 4 anos,4.0,2.0,22,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,24.0,bom,carro,7393,< 100 DM,1 - 4 anos,1.0,4.0,43,nenhum,propria,1,nao-qualificado,2,nao,nao
< 0 DM,24.0,muito bom,carro,1193,< 100 DM,desempregado,1.0,4.0,29,nenhum,alugada,2,desempregado,1,nao,sim
< 0 DM,60.0,bom,negocios,7297,< 100 DM,> 7 anos,4.0,4.0,36,nenhum,alugada,1,qualificado,1,nao,sim
desconhecido,30.0,critico,moveis/eletrodomesticos,2831,< 100 DM,1 - 4 anos,4.0,2.0,33,nenhum,propria,1,qualificado,1,sim,nao
> 200 DM,24.0,bom,moveis/eletrodomesticos,1258,500 - 1000 DM,1 - 4 anos,3.0,3.0,57,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,6.0,bom,moveis/eletrodomesticos,753,< 100 DM,1 - 4 anos,2.0,3.0,64,nenhum,propria,1,qualificado,1,nao,nao
1 - 200 DM,18.0,ruim,negocios,2427,desconhecido,> 7 anos,4.0,2.0,42,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,24.0,ruim,carro,2538,< 100 DM,> 7 anos,4.0,4.0,47,nenhum,propria,2,nao-qualificado,2,nao,sim
1 - 200 DM,15.0,muito bom,carro,1264,100 - 500 DM,1 - 4 anos,2.0,2.0,25,nenhum,alugada,1,qualificado,1,nao,sim
1 - 200 DM,30.0,critico,moveis/eletrodomesticos,8386,< 100 DM,4 - 7 anos,2.0,2.0,49,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,48.0,bom,negocios,4844,< 100 DM,desempregado,3.0,2.0,33,banco,alugada,1,gerencial,1,sim,sim
> 200 DM,21.0,bom,carro,2923,100 - 500 DM,1 - 4 anos,1.0,1.0,28,banco,propria,1,gerencial,1,sim,nao
< 0 DM,36.0,bom,carro,8229,< 100 DM,1 - 4 anos,2.0,2.0,26,nenhum,propria,1,qualificado,2,nao,sim
desconhecido,24.0,critico,moveis/eletrodomesticos,2028,< 100 DM,4 - 7 anos,2.0,2.0,30,nenhum,propria,2,nao-qualificado,1,nao,nao
< 0 DM,15.0,critico,moveis/eletrodomesticos,1433,< 100 DM,1 - 4 anos,4.0,3.0,25,nenhum,alugada,2,qualificado,1,nao,nao
> 200 DM,42.0,perfeito,negocios,6289,< 100 DM,< 1 ano,2.0,1.0,33,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,13.0,bom,moveis/eletrodomesticos,1409,100 - 500 DM,desempregado,2.0,4.0,64,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,24.0,bom,carro,6579,< 100 DM,desempregado,4.0,2.0,29,nenhum,outros,1,gerencial,1,sim,nao
1 - 200 DM,24.0,critico,moveis/eletrodomesticos,1743,< 100 DM,> 7 anos,4.0,2.0,48,nenhum,propria,2,nao-qualificado,1,nao,nao
desconhecido,12.0,critico,educacao,3565,desconhecido,< 1 ano,2.0,1.0,37,nenhum,propria,2,nao-qualificado,2,nao,nao
desconhecido,15.0,muito bom,moveis/eletrodomesticos,1569,100 - 500 DM,> 7 anos,4.0,4.0,34,banco,propria,1,nao-qualificado,2,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,1936,desconhecido,4 - 7 anos,2.0,4.0,23,nenhum,alugada,2,nao-qualificado,1,nao,nao
< 0 DM,36.0,bom,moveis/eletrodomesticos,3959,< 100 DM,desempregado,4.0,3.0,30,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,12.0,bom,carro,2390,desconhecido,> 7 anos,4.0,3.0,50,nenhum,propria,1,qualificado,1,sim,nao
desconhecido,12.0,bom,moveis/eletrodomesticos,1736,< 100 DM,4 - 7 anos,,4.0,31,nenhum,propria,1,nao-qualificado,1,nao,nao
< 0 DM,30.0,bom,carro,3857,< 100 DM,1 - 4 anos,4.0,4.0,40,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,12.0,bom,moveis/eletrodomesticos,804,< 100 DM,> 7 anos,4.0,4.0,38,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,45.0,bom,moveis/eletrodomesticos,1845,< 100 DM,1 - 4 anos,4.0,4.0,23,nenhum,outros,1,qualificado,1,sim,sim
1 - 200 DM,45.0,critico,carro,4576,100 - 500 DM,desempregado,,4.0,27,nenhum,propria,1,qualificado,1,nao,nao
